CCD,PDB,nuc_len,prot_len,split,json
H2U,1VTQ,75,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1VTQ/H2U_1VTQ.json
H2U,1YFG,75,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1YFG/H2U_1YFG.json
H2U,2FMT,77,314,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/2FMT/H2U_2FMT.json
H2U,2TRA,73,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/2TRA/H2U_2TRA.json
H2U,3B0U,4,312,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3B0U/H2U_3B0U.json
H2U,3CW5,77,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3CW5/H2U_3CW5.json
H2U,3CW6,77,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3CW6/H2U_3CW6.json
H2U,3TRA,72,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3TRA/H2U_3TRA.json
H2U,5L4O,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/5L4O/H2U_5L4O.json
IU,1M5K,113,92,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/1M5K/IU_1M5K.json
IU,464D,14,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/464D/IU_464D.json
IU,5BJO,72,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/5BJO/IU_5BJO.json
IU,5UZA,71,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/5UZA/IU_5UZA.json
KAG,4JUZ,29,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/KAG/4JUZ/KAG_4JUZ.json
KAG,4JV0,29,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/KAG/4JV0/KAG_4JV0.json
M2G,3CJZ,26,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/M2G/3CJZ/M2G_3CJZ.json
M5M,1YY0,32,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/M5M/1YY0/M5M_1YY0.json
MA7,2FD8,3,200,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FD8/MA7_2FD8.json
MA7,2FDF,3,200,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDF/MA7_2FDF.json
MA7,2FDG,3,200,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDG/MA7_2FDG.json
MA7,2FDH,3,200,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDH/MA7_2FDH.json
MA7,2FDI,3,200,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDI/MA7_2FDI.json
MA7,2FDK,3,199,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDK/MA7_2FDK.json
MA7,3I2O,3,199,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/3I2O/MA7_3I2O.json
MA7,4ZHN,3,201,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/4ZHN/MA7_4ZHN.json
MA7,9KBR,62,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/9KBR/MA7_9KBR.json
MCY,145D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MCY/145D/MCY_145D.json
MG1,3KHC,12,207,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3KHC/MG1_3KHC.json
MG1,3RAQ,31,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3RAQ/MG1_3RAQ.json
MG1,3RB0,32,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3RB0/MG1_3RB0.json
MG1,3RB3,31,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3RB3/2DA_3RB3.json
MRG,1T03,43,1423,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MRG/1T03/MRG_1T03.json
O2G,2W9A,30,343,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/O2G/2W9A/O2G_2W9A.json
O2G,2W9B,30,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/O2G/2W9B/O2G_2W9B.json
O2G,2W9C,29,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/O2G/2W9C/O2G_2W9C.json
OMC,2OEU,63,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/2OEU/OMC_2OEU.json
OMC,2Q2T,42,293,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/2Q2T/OMC_2Q2T.json
OMC,2Q2U,42,293,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/2Q2U/OMC_2Q2U.json
OMC,3ZD4,63,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/3ZD4/OMC_3ZD4.json
OMC,3ZD5,63,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/3ZD5/OMC_3ZD5.json
OMC,3ZP8,63,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/3ZP8/OMC_3ZP8.json
OMC,6RAR,42,432,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/6RAR/OMC_6RAR.json
OMC,6RAS,42,433,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/6RAS/OMC_6RAS.json
OMC,6RCE,42,432,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/6RCE/OMC_6RCE.json
OMG,1EHZ,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1EHZ/OMG_1EHZ.json
OMG,1EVV,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1EVV/OMG_1EVV.json
OMG,1I7J,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1I7J/OMG_1I7J.json
OMG,1JBS,29,149,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1JBS/OMG_1JBS.json
OMG,1OB2,76,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1OB2/OMG_1OB2.json
OMG,1TN1,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TN1/OMG_1TN1.json
OMG,1TN2,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TN2/OMG_1TN2.json
OMG,1TRA,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TRA/OMG_1TRA.json
OMG,1TTT,76,405,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TTT/OMG_1TTT.json
OMG,310D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/310D/OMG_310D.json
OMG,3T3N,6,550,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/3T3N/OMG_3T3N.json
OMG,3T3O,5,553,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/3T3O/OMG_3T3O.json
OMG,4TNA,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/4TNA/OMG_4TNA.json
OMG,4TRA,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/4TRA/OMG_4TRA.json
OMG,4Y27,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/4Y27/OMG_4Y27.json
OMG,6TNA,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/6TNA/OMG_6TNA.json
OMG,7EEN,53,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7EEN/OMG_7EEN.json
OMG,7F49,30,198,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7F49/OMG_7F49.json
OMG,7OW0,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7OW0/OMG_7OW0.json
OMG,7OXS,36,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7OXS/OMG_7OXS.json
OMG,8CLM,18,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/8CLM/OMG_8CLM.json
OMU,2DPC,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DPC/OMU_2DPC.json
OMU,2DQO,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DQO/OMU_2DQO.json
OMU,2DQP,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DQP/OMU_2DQP.json
OMU,2DQQ,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DQQ/OMU_2DQQ.json
OMU,3DVV,46,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3DVV/OMU_3DVV.json
OMU,3DW4,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3DW4/OMU_3DW4.json
OMU,3DW5,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3DW5/OMU_3DW5.json
OMU,3MJ0,9,118,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3MJ0/OMU_3MJ0.json
OMU,5D99,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/5D99/OMU_5D99.json
P,2R8G,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P/2R8G/P_2R8G.json
P,2R8H,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P/2R8H/P_2R8H.json
P,2R8I,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P/2R8I/P_2R8I.json
P2T,1Y8V,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P2T/1Y8V/P2T_1Y8V.json
P2U,1EMH,19,223,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P2U/1EMH/P2U_1EMH.json
P2U,7KZ0,24,144,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P2U/7KZ0/P2U_7KZ0.json
PGN,3ULD,12,133,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PGN/3ULD/PGN_3ULD.json
PGP,1DUH,45,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PGP/1DUH/PGP_1DUH.json
PST,8H0L,20,152,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PST/8H0L/PST_8H0L.json
PSU,3CGP,25,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGP/PSU_3CGP.json
PSU,3CGQ,25,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGQ/PSU_3CGQ.json
PSU,3CGR,25,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGR/PSU_3CGR.json
PSU,3CGS,25,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/3CGS/PSU_3CGS.json
PSU,4PCJ,35,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PSU/4PCJ/PSU_4PCJ.json
S2M,2AXB,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/S2M/2AXB/S2M_2AXB.json
S6G,6IYQ,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/S6G/6IYQ/S6G_6IYQ.json
SC,1D97,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/1D97/SC_1D97.json
SC,7LYT,95,712,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/7LYT/SC_7LYT.json
SC,9IZR,93,738,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/9IZR/SC_9IZR.json
SC,9IZS,102,738,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SC/9IZS/SC_9IZS.json
SMT,1MLX,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SMT/1MLX/SMT_1MLX.json
SRA,8G90,4,88,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SRA/8G90/SRA_8G90.json
SRA,8G91,4,89,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SRA/8G91/SRA_8G91.json
SSU,357D,62,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/357D/SSU_357D.json
SSU,3IEM,10,431,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/3IEM/SSU_3IEM.json
SSU,7EZ2,406,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7EZ2/SSU_7EZ2.json
SSU,7YG9,404,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YG9/SSU_7YG9.json
SSU,7YGA,407,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YGA/SSU_7YGA.json
SSU,7YGB,407,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YGB/SSU_7YGB.json
SSU,7YGC,407,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/SSU/7YGC/SSU_7YGC.json
T32,290D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T32/290D/T32_290D.json
T38,410D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T38/410D/T38_410D.json
T39,411D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T39/411D/T39_411D.json
T48,291D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T48/291D/T48_291D.json
T49,233D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T49/233D/T49_233D.json
T5O,3IJK,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T5O/3IJK/T5O_3IJK.json
T5O,3LTR,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/T5O/3LTR/T5O_3LTR.json
TCP,1TEZ,20,474,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TCP/1TEZ/TCP_1TEZ.json
TDY,2WQ6,30,508,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TDY/2WQ6/TDY_2WQ6.json
TDY,2WQ7,30,508,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TDY/2WQ7/TDY_2WQ7.json
TFE,1Y8L,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/TFE/1Y8L/TFE_1Y8L.json
U23,7JJU,102,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U23/7JJU/U23_7JJU.json
U31,1D9H,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U31/1D9H/U31_1D9H.json
U33,2GRB,22,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U33/2GRB/U33_2GRB.json
U36,468D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/468D/U36_468D.json
U36,469D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/469D/U36_469D.json
U36,470D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/470D/U36_470D.json
U36,471D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U36/471D/U36_471D.json
U37,6WRE,5,358,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/U37/6WRE/U37_6WRE.json
UCL,1IDW,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/1IDW/UCL_1IDW.json
UCL,4GQD,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4GQD/UCL_4GQD.json
UCL,4GSG,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4GSG/UCL_4GSG.json
UCL,4HTU,24,134,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HTU/UCL_4HTU.json
UCL,4HUE,40,268,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HUE/UCL_4HUE.json
UCL,4HUF,41,265,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HUF/UCL_4HUF.json
UCL,4HUG,41,265,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UCL/4HUG/UCL_4HUG.json
UD5,1ZL3,22,302,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UD5/1ZL3/UD5_1ZL3.json
UFP,1DNF,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/1DNF/UFP_1DNF.json
UFP,1ICG,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/1ICG/UFP_1ICG.json
UFP,1ID9,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/1ID9/UFP_1ID9.json
UFP,4GSI,40,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/4GSI/UFP_4GSI.json
UFP,9KCC,12,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFP/9KCC/UFP_9KCC.json
UFR,1G75,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G75/UFR_1G75.json
UFR,1G8N,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G8N/UFR_1G8N.json
UFR,1G8U,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G8U/UFR_1G8U.json
UFR,1G8V,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/1G8V/UFR_1G8V.json
UFR,3AJJ,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/3AJJ/UFR_3AJJ.json
UFR,3AJK,25,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/3AJK/UFR_3AJK.json
UFR,3AJL,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UFR/3AJL/UFR_3AJL.json
UMS,1MA8,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/1MA8/UMS_1MA8.json
UMS,1YLS,98,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/1YLS/UMS_1YLS.json
UMS,1Z7I,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/UMS/1Z7I/UMS_1Z7I.json
