CCD	PDB	Nucleotide	Has_Protein	Category	JSON
DOC	4RT3	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4RT3/DOC_4RT3.json
DOC	4XA5	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4XA5/DOC_4XA5.json
DOC	6CR3	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR3/DOC_6CR3.json
DOC	6CR4	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR4/DOC_6CR4.json
DOC	6CR5	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR5/DOC_6CR5.json
DOC	6CR6	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR6/DOC_6CR6.json
DOC	6CR7	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR7/DOC_6CR7.json
DOC	6CR8	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR8/DOC_6CR8.json
DOC	6CR9	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR9/DOC_6CR9.json
DOC	6CTI	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTI/DOC_6CTI.json
DOC	6CTJ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTJ/DOC_6CTJ.json
DOC	6CTK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTK/DOC_6CTK.json
DOC	6CTL	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTL/DOC_6CTL.json
DOC	6CTM	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTM/DOC_6CTM.json
DOC	6CTN	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTN/DOC_6CTN.json
DOC	6CTO	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTO/DOC_6CTO.json
DOC	6CTP	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTP/DOC_6CTP.json
DOC	6G2Q	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6G2Q/DOC_6G2Q.json
DOC	6NKR	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6NKR/DOC_6NKR.json
DOC	6NKS	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6NKS/DOC_6NKS.json
DOC	6UOL	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6UOL/DOC_6UOL.json
FHU	1K8W	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FHU/1K8W/FHU_1K8W.json
FHU	3DH3	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FHU/3DH3/FHU_3DH3.json
FHU	3HJW	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FHU/3HJW/FHU_3HJW.json
FMU	2BH2	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FMU/2BH2/FMU_2BH2.json
G31	1D26	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G31/1D26/G31_1D26.json
G36	128D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/128D/G36_128D.json
G36	130D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/130D/G36_130D.json
G36	144D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/144D/G36_144D.json
G36	1D85	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/1D85/G36_1D85.json
G46	354D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/354D/G46_354D.json
G46	7JJD	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7JJD/G46_7JJD.json
G46	7U87	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U87/G46_7U87.json
G46	7U88	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U88/G46_7U88.json
G46	7U89	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U89/G46_7U89.json
G46	7U8A	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U8A/G46_7U8A.json
G46	7U8B	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U8B/G46_7U8B.json
G46	8DZK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/8DZK/G46_8DZK.json
G46	8VAW	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/8VAW/G46_8VAW.json
G47	1CW9	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G47/1CW9/G47_1CW9.json
G49	1D33	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/1D33/G49_1D33.json
G49	1QDA	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/1QDA/G49_1QDA.json
G49	277D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/277D/G49_277D.json
G49	278D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/278D/G49_278D.json
G49	381D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/381D/G49_381D.json
G49	427D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/427D/G49_427D.json
GMS	1VRO	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GMS/1VRO/GMS_1VRO.json
GMU	1R3G	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GMU/1R3G/GMU_1R3G.json
GS	5ZMN	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GS/5ZMN/GS_5ZMN.json
GS	5ZMO	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GS/5ZMO/GS_5ZMO.json
H2U	1C0A	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1C0A/H2U_1C0A.json
H2U	1EFW	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1EFW/H2U_1EFW.json
H2U	1F7V	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1F7V/H2U_1F7V.json
H2U	1QF6	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1QF6/H2U_1QF6.json
H2U	1VTQ	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1VTQ/H2U_1VTQ.json
H2U	1YFG	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1YFG/H2U_1YFG.json
H2U	2FMT	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/2FMT/H2U_2FMT.json
H2U	2TRA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/2TRA/H2U_2TRA.json
H2U	3B0U	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3B0U/H2U_3B0U.json
H2U	3CW5	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3CW5/H2U_3CW5.json
H2U	3CW6	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3CW6/H2U_3CW6.json
H2U	3TRA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/3TRA/H2U_3TRA.json
H2U	5L4O	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/5L4O/H2U_5L4O.json
IU	1M5K	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/1M5K/IU_1M5K.json
IU	464D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/464D/IU_464D.json
IU	5BJO	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/5BJO/IU_5BJO.json
IU	5UZA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/IU/5UZA/IU_5UZA.json
KAG	4JUZ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/KAG/4JUZ/KAG_4JUZ.json
KAG	4JV0	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/KAG/4JV0/KAG_4JV0.json
M2G	3CJZ	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/M2G/3CJZ/M2G_3CJZ.json
M5M	1YY0	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/M5M/1YY0/M5M_1YY0.json
MA7	2FD8	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FD8/MA7_2FD8.json
MA7	2FDF	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDF/MA7_2FDF.json
MA7	2FDG	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDG/MA7_2FDG.json
MA7	2FDH	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDH/MA7_2FDH.json
MA7	2FDI	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDI/MA7_2FDI.json
MA7	2FDK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/2FDK/MA7_2FDK.json
MA7	3I2O	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/3I2O/MA7_3I2O.json
MA7	4ZHN	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/4ZHN/MA7_4ZHN.json
MA7	9KBR	DNA+RNA	No	DNA+RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MA7/9KBR/MA7_9KBR.json
MCY	145D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MCY/145D/MCY_145D.json
MG1	3KHC	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3KHC/MG1_3KHC.json
MG1	3RAQ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3RAQ/MG1_3RAQ.json
MG1	3RB0	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3RB0/MG1_3RB0.json
MG1	3RB3	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MG1/3RB3/2DA_3RB3.json
MRG	1T03	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/MRG/1T03/MRG_1T03.json
O2G	2W9A	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/O2G/2W9A/O2G_2W9A.json
O2G	2W9B	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/O2G/2W9B/O2G_2W9B.json
O2G	2W9C	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/O2G/2W9C/O2G_2W9C.json
OMC	2OEU	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/2OEU/OMC_2OEU.json
OMC	2Q2T	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/2Q2T/OMC_2Q2T.json
OMC	2Q2U	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/2Q2U/OMC_2Q2U.json
OMC	3ZD4	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/3ZD4/OMC_3ZD4.json
OMC	3ZD5	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/3ZD5/OMC_3ZD5.json
OMC	3ZP8	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/3ZP8/OMC_3ZP8.json
OMC	6RAR	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/6RAR/OMC_6RAR.json
OMC	6RAS	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/6RAS/OMC_6RAS.json
OMC	6RCE	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMC/6RCE/OMC_6RCE.json
OMG	1EHZ	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1EHZ/OMG_1EHZ.json
OMG	1EVV	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1EVV/OMG_1EVV.json
OMG	1I7J	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1I7J/OMG_1I7J.json
OMG	1JBS	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1JBS/OMG_1JBS.json
OMG	1OB2	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1OB2/OMG_1OB2.json
OMG	1TN1	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TN1/OMG_1TN1.json
OMG	1TN2	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TN2/OMG_1TN2.json
OMG	1TRA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TRA/OMG_1TRA.json
OMG	1TTT	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/1TTT/OMG_1TTT.json
OMG	310D	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/310D/OMG_310D.json
OMG	3T3N	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/3T3N/OMG_3T3N.json
OMG	3T3O	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/3T3O/OMG_3T3O.json
OMG	4TNA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/4TNA/OMG_4TNA.json
OMG	4TRA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/4TRA/OMG_4TRA.json
OMG	4Y27	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/4Y27/OMG_4Y27.json
OMG	6TNA	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/6TNA/OMG_6TNA.json
OMG	7EEN	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7EEN/OMG_7EEN.json
OMG	7F49	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7F49/OMG_7F49.json
OMG	7OW0	DNA+RNA	No	DNA+RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7OW0/OMG_7OW0.json
OMG	7OXS	DNA+RNA	No	DNA+RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/7OXS/OMG_7OXS.json
OMG	8CLM	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMG/8CLM/OMG_8CLM.json
OMU	2DPC	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DPC/OMU_2DPC.json
OMU	2DQO	DNA+RNA	No	DNA+RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DQO/OMU_2DQO.json
OMU	2DQP	DNA+RNA	No	DNA+RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DQP/OMU_2DQP.json
OMU	2DQQ	DNA+RNA	No	DNA+RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/2DQQ/OMU_2DQQ.json
OMU	3DVV	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3DVV/OMU_3DVV.json
OMU	3DW4	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3DW4/OMU_3DW4.json
OMU	3DW5	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3DW5/OMU_3DW5.json
OMU	3MJ0	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/3MJ0/OMU_3MJ0.json
OMU	5D99	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/OMU/5D99/OMU_5D99.json
P	2R8G	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P/2R8G/P_2R8G.json
P	2R8H	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P/2R8H/P_2R8H.json
P	2R8I	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P/2R8I/P_2R8I.json
P2T	1Y8V	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P2T/1Y8V/P2T_1Y8V.json
P2U	1EMH	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P2U/1EMH/P2U_1EMH.json
P2U	7KZ0	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/P2U/7KZ0/P2U_7KZ0.json
PGN	3ULD	DNA+RNA	Yes	DNA+RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PGN/3ULD/PGN_3ULD.json
PGP	1DUH	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/PGP/1DUH/PGP_1DUH.json
